source,model_name,method,reasoning_type,context_length,evidence_position,evidence_density,distractor_similarity,n,exact_match_strict,answer_f1_strict,exact_match_relaxed,answer_f1_relaxed,exact_match,answer_f1,evidence_precision,evidence_recall,evidence_f1,citation_grounding
2wikimultihopqa,qwen3:14b,retrieve_then_read,comparison,4000,scattered,low,unknown,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.6666666666666666
2wikimultihopqa,qwen3:14b,retrieve_then_read,comparison,4000,scattered,medium,unknown,12,0.75,0.75,0.75,0.75,0.75,0.75,0.9166666666666666,0.4166666666666667,0.5666666666666667,0.9166666666666666
2wikimultihopqa,qwen3:14b,retrieve_then_read,comparison,8000,end,low,unknown,8,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.75,0.8333333333333333,1.0
2wikimultihopqa,qwen3:14b,retrieve_then_read,comparison,8000,end,medium,unknown,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.3958333333333333,0.5380952380952381,0.9166666666666666
2wikimultihopqa,qwen3:14b,retrieve_then_read,comparison,8000,front,low,unknown,10,0.6,0.6666666666666666,0.6,0.6666666666666666,0.6,0.6666666666666666,0.6,0.35,0.4333333333333333,0.6
2wikimultihopqa,qwen3:14b,retrieve_then_read,comparison,8000,front,medium,unknown,9,0.8888888888888888,0.9629629629629629,1.0,1.0,0.8888888888888888,0.9629629629629629,0.8888888888888888,0.4166666666666667,0.5544973544973545,0.8888888888888888
2wikimultihopqa,qwen3:14b,retrieve_then_read,comparison,8000,middle,low,unknown,6,0.5,0.5,0.5,0.5,0.5,0.5,0.9166666666666666,0.75,0.8055555555555556,1.0
2wikimultihopqa,qwen3:14b,retrieve_then_read,comparison,8000,middle,medium,unknown,9,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.8888888888888888,0.3888888888888889,0.5333333333333333,0.8888888888888888
2wikimultihopqa,qwen3:14b,retrieve_then_read,comparison,8000,scattered,low,unknown,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.4444444444444444,0.5925925925925926,0.8888888888888888
2wikimultihopqa,qwen3:14b,retrieve_then_read,comparison,8000,scattered,medium,unknown,13,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,1.0,0.40384615384615385,0.5641025641025641,1.0
2wikimultihopqa,qwen3:14b,retrieve_then_read,multi_hop,16000,end,low,unknown,24,0.2916666666666667,0.35658068783068786,0.2916666666666667,0.3535503848003848,0.2916666666666667,0.35658068783068786,0.6041666666666666,0.3333333333333333,0.4236111111111111,0.625
2wikimultihopqa,qwen3:14b,retrieve_then_read,multi_hop,16000,front,low,unknown,27,0.14814814814814814,0.2771604938271605,0.14814814814814814,0.2823045267489712,0.14814814814814814,0.2771604938271605,0.6481481481481481,0.35185185185185186,0.4506172839506173,0.6666666666666666
2wikimultihopqa,qwen3:14b,retrieve_then_read,multi_hop,16000,middle,low,unknown,26,0.19230769230769232,0.34615384615384615,0.19230769230769232,0.35384615384615387,0.19230769230769232,0.34615384615384615,0.7307692307692307,0.36538461538461536,0.48717948717948717,0.7307692307692307
2wikimultihopqa,qwen3:14b,retrieve_then_read,multi_hop,16000,scattered,low,unknown,19,0.0,0.11174089068825911,0.0,0.10472334682860998,0.0,0.11174089068825911,0.39473684210526316,0.21052631578947367,0.2719298245614035,0.42105263157894735
2wikimultihopqa,qwen3:14b,retrieve_then_read,multi_hop,4000,end,low,unknown,22,0.22727272727272727,0.3787878787878788,0.22727272727272727,0.3779614325068871,0.22727272727272727,0.3787878787878788,0.6818181818181818,0.36363636363636365,0.46969696969696967,0.6818181818181818
2wikimultihopqa,qwen3:14b,retrieve_then_read,multi_hop,4000,front,low,unknown,22,0.36363636363636365,0.5537878787878788,0.36363636363636365,0.5537878787878788,0.36363636363636365,0.5537878787878788,0.7727272727272727,0.45454545454545453,0.5606060606060606,0.7727272727272727
2wikimultihopqa,qwen3:14b,retrieve_then_read,multi_hop,4000,middle,low,unknown,24,0.3333333333333333,0.423015873015873,0.3333333333333333,0.423015873015873,0.3333333333333333,0.423015873015873,0.8333333333333334,0.5,0.611111111111111,0.8333333333333334
2wikimultihopqa,qwen3:14b,retrieve_then_read,multi_hop,4000,scattered,low,unknown,23,0.21739130434782608,0.3591787439613527,0.21739130434782608,0.36135265700483093,0.21739130434782608,0.3591787439613527,0.782608695652174,0.41304347826086957,0.536231884057971,0.8260869565217391
2wikimultihopqa,qwen3:14b,retrieve_then_read,multi_hop,8000,end,low,unknown,21,0.19047619047619047,0.3168934240362812,0.19047619047619047,0.3168934240362812,0.19047619047619047,0.3168934240362812,0.6428571428571429,0.35714285714285715,0.4523809523809524,0.6666666666666666
2wikimultihopqa,qwen3:14b,retrieve_then_read,multi_hop,8000,front,low,unknown,23,0.17391304347826086,0.2466183574879227,0.17391304347826086,0.2466183574879227,0.17391304347826086,0.2466183574879227,0.717391304347826,0.3695652173913043,0.4855072463768116,0.7391304347826086
2wikimultihopqa,qwen3:14b,retrieve_then_read,multi_hop,8000,middle,low,unknown,27,0.25925925925925924,0.4587301587301587,0.25925925925925924,0.46097482764149433,0.25925925925925924,0.4587301587301587,0.7777777777777778,0.4444444444444444,0.5555555555555556,0.7777777777777778
2wikimultihopqa,qwen3:14b,retrieve_then_read,multi_hop,8000,scattered,low,unknown,20,0.1,0.22846320346320345,0.1,0.24285714285714285,0.1,0.22846320346320345,0.675,0.35,0.4583333333333333,0.7
