source,model_name,method,reasoning_type,context_length,evidence_position,evidence_density,distractor_similarity,n,exact_match_strict,answer_f1_strict,exact_match_relaxed,answer_f1_relaxed,exact_match,answer_f1,evidence_precision,evidence_recall,evidence_f1,citation_grounding
2wikimultihopqa,gemma3:12b,direct,multi_hop,16000,end,low,unknown,24,0.2916666666666667,0.5044261294261294,0.2916666666666667,0.5013958263958264,0.2916666666666667,0.5044261294261294,0.9583333333333334,0.5208333333333334,0.6666666666666666,0.9583333333333334
2wikimultihopqa,gemma3:12b,direct,multi_hop,16000,front,low,unknown,27,0.4074074074074074,0.5218106995884774,0.4074074074074074,0.5218106995884774,0.4074074074074074,0.5218106995884774,0.7037037037037037,0.37037037037037035,0.48148148148148145,0.7037037037037037
2wikimultihopqa,gemma3:12b,direct,multi_hop,16000,middle,low,unknown,26,0.3076923076923077,0.4936813186813187,0.3076923076923077,0.4936813186813187,0.3076923076923077,0.4936813186813187,0.9230769230769231,0.4807692307692308,0.6282051282051282,0.9230769230769231
2wikimultihopqa,gemma3:12b,direct,multi_hop,16000,scattered,low,unknown,19,0.42105263157894735,0.5406085142927248,0.42105263157894735,0.548582995951417,0.42105263157894735,0.5406085142927248,0.7368421052631579,0.3684210526315789,0.49122807017543857,0.7368421052631579
2wikimultihopqa,gemma3:12b,direct,multi_hop,4000,end,low,unknown,22,0.3181818181818182,0.525,0.3181818181818182,0.5568181818181818,0.3181818181818182,0.525,0.8636363636363636,0.5227272727272727,0.6363636363636364,0.8636363636363636
2wikimultihopqa,gemma3:12b,direct,multi_hop,4000,front,low,unknown,22,0.22727272727272727,0.41363636363636364,0.22727272727272727,0.41363636363636364,0.22727272727272727,0.41363636363636364,0.8181818181818182,0.4318181818181818,0.5606060606060606,0.8181818181818182
2wikimultihopqa,gemma3:12b,direct,multi_hop,4000,middle,low,unknown,24,0.25,0.373015873015873,0.25,0.36755952380952384,0.25,0.373015873015873,0.875,0.4791666666666667,0.611111111111111,0.875
2wikimultihopqa,gemma3:12b,direct,multi_hop,4000,scattered,low,unknown,23,0.5217391304347826,0.6159420289855072,0.5217391304347826,0.6340579710144928,0.5217391304347826,0.6159420289855072,0.8695652173913043,0.43478260869565216,0.5797101449275363,0.8695652173913043
2wikimultihopqa,gemma3:12b,direct,multi_hop,8000,end,low,unknown,21,0.42857142857142855,0.5957671957671957,0.42857142857142855,0.5957671957671957,0.42857142857142855,0.5957671957671957,0.9047619047619048,0.4523809523809524,0.6031746031746031,0.9047619047619048
2wikimultihopqa,gemma3:12b,direct,multi_hop,8000,front,low,unknown,23,0.2608695652173913,0.3239130434782609,0.2608695652173913,0.3239130434782609,0.2608695652173913,0.3239130434782609,0.782608695652174,0.41304347826086957,0.536231884057971,0.782608695652174
2wikimultihopqa,gemma3:12b,direct,multi_hop,8000,middle,low,unknown,27,0.37037037037037035,0.49894179894179896,0.37037037037037035,0.5011864678531345,0.37037037037037035,0.49894179894179896,0.7777777777777778,0.3888888888888889,0.5185185185185185,0.7777777777777778
2wikimultihopqa,gemma3:12b,direct,multi_hop,8000,scattered,low,unknown,20,0.15,0.3679004329004329,0.2,0.39357142857142857,0.15,0.3679004329004329,0.8,0.4,0.5333333333333333,0.8
2wikimultihopqa,gemma3:12b,no_evidence,comparison,16000,end,low,unknown,13,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,16000,end,medium,unknown,5,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,16000,front,low,unknown,6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,16000,front,medium,unknown,8,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,16000,middle,low,unknown,8,0.625,0.6666666666666666,0.625,0.6666666666666666,0.625,0.6666666666666666,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,16000,middle,medium,unknown,8,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,16000,scattered,low,unknown,8,0.625,0.625,0.625,0.625,0.625,0.625,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,16000,scattered,medium,unknown,14,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,4000,end,low,unknown,12,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,4000,end,medium,unknown,8,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,4000,front,low,unknown,9,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,4000,front,medium,unknown,11,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,4000,middle,low,unknown,8,0.625,0.625,0.625,0.625,0.625,0.625,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,4000,middle,medium,unknown,9,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,4000,scattered,high,unknown,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,4000,scattered,low,unknown,6,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,4000,scattered,medium,unknown,12,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,8000,end,low,unknown,8,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,8000,end,medium,unknown,12,0.3333333333333333,0.3888888888888889,0.3333333333333333,0.3888888888888889,0.3333333333333333,0.3888888888888889,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,8000,front,low,unknown,10,0.7,0.7,0.7,0.7,0.7,0.7,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,8000,front,medium,unknown,9,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,8000,middle,low,unknown,6,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,8000,middle,medium,unknown,9,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,8000,scattered,low,unknown,9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,comparison,8000,scattered,medium,unknown,13,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.5384615384615384,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,multi_hop,16000,end,low,unknown,24,0.041666666666666664,0.1,0.041666666666666664,0.1,0.041666666666666664,0.1,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,multi_hop,16000,front,low,unknown,27,0.07407407407407407,0.12704826038159373,0.07407407407407407,0.12528459195125863,0.07407407407407407,0.12704826038159373,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,multi_hop,16000,middle,low,unknown,26,0.038461538461538464,0.09218559218559219,0.038461538461538464,0.09218559218559219,0.038461538461538464,0.09218559218559219,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,multi_hop,16000,scattered,low,unknown,19,0.05263157894736842,0.1695906432748538,0.05263157894736842,0.15263157894736842,0.05263157894736842,0.1695906432748538,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,multi_hop,4000,end,low,unknown,22,0.045454545454545456,0.11515151515151516,0.045454545454545456,0.12121212121212122,0.045454545454545456,0.11515151515151516,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,multi_hop,4000,front,low,unknown,22,0.045454545454545456,0.1038961038961039,0.045454545454545456,0.1038961038961039,0.045454545454545456,0.1038961038961039,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,multi_hop,4000,middle,low,unknown,24,0.0,0.03819444444444444,0.0,0.03819444444444444,0.0,0.03819444444444444,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,multi_hop,4000,scattered,low,unknown,23,0.043478260869565216,0.08651734738691261,0.043478260869565216,0.0932806324110672,0.043478260869565216,0.08651734738691261,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,multi_hop,8000,end,low,unknown,21,0.047619047619047616,0.13148148148148148,0.047619047619047616,0.13148148148148148,0.047619047619047616,0.13148148148148148,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,multi_hop,8000,front,low,unknown,23,0.0,0.04057971014492753,0.0,0.04927536231884058,0.0,0.04057971014492753,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,multi_hop,8000,middle,low,unknown,27,0.0,0.07160493827160494,0.0,0.07631874298540965,0.0,0.07160493827160494,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,no_evidence,multi_hop,8000,scattered,low,unknown,20,0.0,0.105,0.05,0.14909090909090908,0.0,0.105,0.0,0.0,0.0,0.0
2wikimultihopqa,gemma3:12b,oracle,comparison,16000,end,low,unknown,13,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,1.0,0.7307692307692307,0.8205128205128205,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,16000,end,medium,unknown,5,0.8,0.8,0.8,0.8,0.8,0.8,1.0,0.6,0.7428571428571428,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,16000,front,low,unknown,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.7777777777777778,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,16000,front,medium,unknown,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46875,0.6238095238095238,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,16000,middle,low,unknown,8,0.875,0.875,0.875,0.875,0.875,0.875,1.0,0.6875,0.7916666666666666,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,16000,middle,medium,unknown,8,0.625,0.625,0.625,0.625,0.625,0.625,1.0,0.53125,0.6904761904761905,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,16000,scattered,low,unknown,8,0.875,0.875,0.875,0.875,0.875,0.875,1.0,0.875,0.9166666666666666,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,16000,scattered,medium,unknown,14,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.6428571428571429,1.0,0.5535714285714286,0.7020408163265306,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,4000,end,low,unknown,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8333333333333333,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,4000,end,medium,unknown,8,0.875,0.875,0.875,0.875,0.875,0.875,1.0,0.5625,0.7142857142857142,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,4000,front,low,unknown,9,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,0.8333333333333334,0.8888888888888888,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,4000,front,medium,unknown,11,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,1.0,0.5454545454545454,0.6943722943722943,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,4000,middle,low,unknown,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8125,0.875,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,4000,middle,medium,unknown,9,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,1.0,0.5277777777777778,0.6793650793650793,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,4000,scattered,high,unknown,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,4000,scattered,low,unknown,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8333333333333333,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,4000,scattered,medium,unknown,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,0.5208333333333334,0.6761904761904761,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,8000,end,low,unknown,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.9166666666666666,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,8000,end,medium,unknown,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.5833333333333334,0.7301587301587301,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,8000,front,low,unknown,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.7999999999999999,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,8000,front,medium,unknown,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5277777777777778,0.6878306878306878,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,8000,middle,low,unknown,6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.75,0.8333333333333333,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,8000,middle,medium,unknown,9,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,0.5277777777777778,0.6878306878306878,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,8000,scattered,low,unknown,9,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.0,0.8333333333333334,0.8888888888888888,1.0
2wikimultihopqa,gemma3:12b,oracle,comparison,8000,scattered,medium,unknown,13,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,1.0,0.5384615384615384,0.6901098901098901,1.0
2wikimultihopqa,gemma3:12b,oracle,multi_hop,16000,end,low,unknown,24,0.5416666666666666,0.6975529100529101,0.5416666666666666,0.6975529100529101,0.5416666666666666,0.6975529100529101,1.0,0.5208333333333334,0.6805555555555555,1.0
2wikimultihopqa,gemma3:12b,oracle,multi_hop,16000,front,low,unknown,27,0.7037037037037037,0.7679012345679013,0.7037037037037037,0.7679012345679013,0.7037037037037037,0.7679012345679013,1.0,0.5,0.6666666666666666,1.0
