model_name,context_length,evidence_position,position_fraction,long_method,score_field,score_no_evidence,score_oracle,score_long,n,oncu_valid,oncu_invalid_reason,oncu_raw,oncu_clipped
qwen3:14b,32000,pos_05,0.55,direct,answer_f1_relaxed,0.0,0.9875,0.0,80,True,,0.0,0.0
qwen3:14b,32000,pos_05,0.55,retrieve_then_read,answer_f1_relaxed,0.0,0.9875,0.9875,80,True,,1.0,1.0
qwen3:14b,32000,pos_06,0.65,direct,answer_f1_relaxed,0.0,0.9875,0.0,80,True,,0.0,0.0
qwen3:14b,32000,pos_06,0.65,retrieve_then_read,answer_f1_relaxed,0.0,0.9875,0.9875,80,True,,1.0,1.0
qwen3:14b,32000,pos_07,0.75,direct,answer_f1_relaxed,0.0,0.9791666666666666,0.0,80,True,,0.0,0.0
qwen3:14b,32000,pos_07,0.75,retrieve_then_read,answer_f1_relaxed,0.0,0.9791666666666666,1.0,80,True,,1.021276595744681,1.0
qwen3:14b,32000,pos_08,0.85,direct,answer_f1_relaxed,0.0,0.9916666666666667,0.5,80,True,,0.5042016806722689,0.5042016806722689
qwen3:14b,32000,pos_08,0.85,retrieve_then_read,answer_f1_relaxed,0.0,0.9916666666666667,1.0,80,True,,1.0084033613445378,1.0
qwen3:14b,32000,pos_09,0.95,direct,answer_f1_relaxed,0.0,0.9875,0.9875,80,True,,1.0,1.0
qwen3:14b,32000,pos_09,0.95,retrieve_then_read,answer_f1_relaxed,0.0,0.9875,1.0,80,True,,1.0126582278481011,1.0
qwen3:14b,4000,pos_00,0.05,direct,answer_f1_relaxed,0.0625,1.0,0.96875,80,True,,0.9666666666666667,0.9666666666666667
qwen3:14b,4000,pos_00,0.05,retrieve_then_read,answer_f1_relaxed,0.0625,1.0,1.0,80,True,,1.0,1.0
qwen3:14b,4000,pos_01,0.15,direct,answer_f1_relaxed,0.0,1.0,0.9875,80,True,,0.9875,0.9875
qwen3:14b,4000,pos_01,0.15,retrieve_then_read,answer_f1_relaxed,0.0,1.0,1.0,80,True,,1.0,1.0
qwen3:14b,4000,pos_02,0.25,direct,answer_f1_relaxed,0.0,1.0,0.99375,80,True,,0.99375,0.99375
qwen3:14b,4000,pos_02,0.25,retrieve_then_read,answer_f1_relaxed,0.0,1.0,1.0,80,True,,1.0,1.0
qwen3:14b,4000,pos_03,0.35,direct,answer_f1_relaxed,0.0,0.9875,0.98125,80,True,,0.9936708860759492,0.9936708860759492
qwen3:14b,4000,pos_03,0.35,retrieve_then_read,answer_f1_relaxed,0.0,0.9875,0.975,80,True,,0.9873417721518987,0.9873417721518987
qwen3:14b,4000,pos_04,0.45,direct,answer_f1_relaxed,0.00625,1.0,0.96875,80,True,,0.9685534591194969,0.9685534591194969
qwen3:14b,4000,pos_04,0.45,retrieve_then_read,answer_f1_relaxed,0.00625,1.0,1.0,80,True,,1.0,1.0
qwen3:14b,4000,pos_05,0.55,direct,answer_f1_relaxed,0.0,0.9875,0.98125,80,True,,0.9936708860759492,0.9936708860759492
qwen3:14b,4000,pos_05,0.55,retrieve_then_read,answer_f1_relaxed,0.0,0.9875,1.0,80,True,,1.0126582278481011,1.0
qwen3:14b,4000,pos_06,0.65,direct,answer_f1_relaxed,0.0,1.0,0.99375,80,True,,0.99375,0.99375
qwen3:14b,4000,pos_06,0.65,retrieve_then_read,answer_f1_relaxed,0.0,1.0,1.0,80,True,,1.0,1.0
qwen3:14b,4000,pos_07,0.75,direct,answer_f1_relaxed,0.0,0.9875,0.94375,80,True,,0.9556962025316456,0.9556962025316456
qwen3:14b,4000,pos_07,0.75,retrieve_then_read,answer_f1_relaxed,0.0,0.9875,0.9875,80,True,,1.0,1.0
qwen3:14b,4000,pos_08,0.85,direct,answer_f1_relaxed,0.0,1.0,0.94375,80,True,,0.94375,0.94375
qwen3:14b,4000,pos_08,0.85,retrieve_then_read,answer_f1_relaxed,0.0,1.0,1.0,80,True,,1.0,1.0
qwen3:14b,4000,pos_09,0.95,direct,answer_f1_relaxed,0.0,1.0,1.0,80,True,,1.0,1.0
qwen3:14b,4000,pos_09,0.95,retrieve_then_read,answer_f1_relaxed,0.0,1.0,1.0,80,True,,1.0,1.0
qwen3:14b,8000,pos_00,0.05,direct,answer_f1_relaxed,0.0,0.9875,0.13333333333333333,80,True,,0.1350210970464135,0.1350210970464135
qwen3:14b,8000,pos_00,0.05,retrieve_then_read,answer_f1_relaxed,0.0,0.9875,1.0,80,True,,1.0126582278481011,1.0
qwen3:14b,8000,pos_01,0.15,direct,answer_f1_relaxed,0.0,1.0,0.13125,80,True,,0.13125,0.13125
qwen3:14b,8000,pos_01,0.15,retrieve_then_read,answer_f1_relaxed,0.0,1.0,1.0,80,True,,1.0,1.0
qwen3:14b,8000,pos_02,0.25,direct,answer_f1_relaxed,0.0,0.9958333333333333,0.46875,80,True,,0.4707112970711297,0.4707112970711297
qwen3:14b,8000,pos_02,0.25,retrieve_then_read,answer_f1_relaxed,0.0,0.9958333333333333,1.0,80,True,,1.00418410041841,1.0
qwen3:14b,8000,pos_03,0.35,direct,answer_f1_relaxed,0.0,1.0,0.50625,80,True,,0.50625,0.50625
qwen3:14b,8000,pos_03,0.35,retrieve_then_read,answer_f1_relaxed,0.0,1.0,0.9875,80,True,,0.9875,0.9875
qwen3:14b,8000,pos_04,0.45,direct,answer_f1_relaxed,0.0,1.0,0.475,80,True,,0.475,0.475
qwen3:14b,8000,pos_04,0.45,retrieve_then_read,answer_f1_relaxed,0.0,1.0,1.0,80,True,,1.0,1.0
qwen3:14b,8000,pos_05,0.55,direct,answer_f1_relaxed,0.0,0.9916666666666667,0.4708333333333333,80,True,,0.47478991596638653,0.47478991596638653
qwen3:14b,8000,pos_05,0.55,retrieve_then_read,answer_f1_relaxed,0.0,0.9916666666666667,1.0,80,True,,1.0084033613445378,1.0
qwen3:14b,8000,pos_06,0.65,direct,answer_f1_relaxed,0.0,0.9958333333333333,0.98125,80,True,,0.9853556485355648,0.9853556485355648
qwen3:14b,8000,pos_06,0.65,retrieve_then_read,answer_f1_relaxed,0.0,0.9958333333333333,1.0,80,True,,1.00418410041841,1.0
qwen3:14b,8000,pos_07,0.75,direct,answer_f1_relaxed,0.0,0.9875,1.0,80,True,,1.0126582278481011,1.0
qwen3:14b,8000,pos_07,0.75,retrieve_then_read,answer_f1_relaxed,0.0,0.9875,0.9875,80,True,,1.0,1.0
qwen3:14b,8000,pos_08,0.85,direct,answer_f1_relaxed,0.0,1.0,1.0,80,True,,1.0,1.0
qwen3:14b,8000,pos_08,0.85,retrieve_then_read,answer_f1_relaxed,0.0,1.0,1.0,80,True,,1.0,1.0
qwen3:14b,8000,pos_09,0.95,direct,answer_f1_relaxed,0.0,0.9875,1.0,80,True,,1.0126582278481011,1.0
qwen3:14b,8000,pos_09,0.95,retrieve_then_read,answer_f1_relaxed,0.0,0.9875,0.9875,80,True,,1.0,1.0
