source,model_name,reasoning_type,context_length,evidence_position,evidence_density,distractor_similarity,long_method,score_field,score_no_evidence,score_oracle,score_long,n,cue_valid,cue_invalid_reason,cue_raw,cue_clipped
2wikimultihopqa,mistral-small3.1:24b,comparison,16000,front,low,unknown,direct,exact_match,0.16666666666666666,0.6666666666666666,0.6666666666666666,6,True,,1.0,1.0
2wikimultihopqa,mistral-small3.1:24b,comparison,16000,front,low,unknown,retrieve_then_read,exact_match,0.16666666666666666,0.6666666666666666,0.5,6,True,,0.6666666666666667,0.6666666666666667
2wikimultihopqa,mistral-small3.1:24b,comparison,16000,end,medium,unknown,direct,exact_match,0.8,1.0,1.0,5,True,,1.0,1.0
2wikimultihopqa,mistral-small3.1:24b,comparison,16000,end,medium,unknown,retrieve_then_read,exact_match,0.8,1.0,0.6,5,True,,-1.0000000000000007,0.0
2wikimultihopqa,mistral-small3.1:24b,comparison,16000,middle,low,unknown,direct,exact_match,0.375,0.75,0.25,8,True,,-0.3333333333333333,0.0
2wikimultihopqa,mistral-small3.1:24b,comparison,16000,middle,low,unknown,retrieve_then_read,exact_match,0.375,0.75,0.5,8,True,,0.3333333333333333,0.3333333333333333
2wikimultihopqa,mistral-small3.1:24b,comparison,4000,end,low,unknown,direct,exact_match,0.25,0.8333333333333334,0.5,12,True,,0.42857142857142855,0.42857142857142855
2wikimultihopqa,mistral-small3.1:24b,comparison,4000,end,low,unknown,retrieve_then_read,exact_match,0.25,0.8333333333333334,0.5,12,True,,0.42857142857142855,0.42857142857142855
2wikimultihopqa,mistral-small3.1:24b,multi_hop,8000,end,low,unknown,direct,exact_match,0.19047619047619047,0.42857142857142855,0.42857142857142855,21,True,,1.0,1.0
2wikimultihopqa,mistral-small3.1:24b,multi_hop,8000,end,low,unknown,retrieve_then_read,exact_match,0.19047619047619047,0.42857142857142855,0.14285714285714285,21,True,,-0.2,0.0
2wikimultihopqa,mistral-small3.1:24b,multi_hop,16000,scattered,low,unknown,direct,exact_match,0.05263157894736842,0.631578947368421,0.42105263157894735,19,True,,0.6363636363636364,0.6363636363636364
2wikimultihopqa,mistral-small3.1:24b,multi_hop,16000,scattered,low,unknown,retrieve_then_read,exact_match,0.05263157894736842,0.631578947368421,0.05263157894736842,19,True,,0.0,0.0
2wikimultihopqa,mistral-small3.1:24b,comparison,16000,end,low,unknown,direct,exact_match,0.46153846153846156,0.8461538461538461,0.7692307692307693,13,True,,0.8000000000000002,0.8000000000000002
2wikimultihopqa,mistral-small3.1:24b,comparison,16000,end,low,unknown,retrieve_then_read,exact_match,0.46153846153846156,0.8461538461538461,0.5384615384615384,13,True,,0.19999999999999987,0.19999999999999987
2wikimultihopqa,mistral-small3.1:24b,comparison,4000,scattered,low,unknown,direct,exact_match,0.5,0.8333333333333334,0.3333333333333333,6,True,,-0.5,0.0
2wikimultihopqa,mistral-small3.1:24b,comparison,4000,scattered,low,unknown,retrieve_then_read,exact_match,0.5,0.8333333333333334,0.5,6,True,,0.0,0.0
2wikimultihopqa,mistral-small3.1:24b,comparison,4000,end,medium,unknown,direct,exact_match,0.5,1.0,0.875,8,True,,0.75,0.75
2wikimultihopqa,mistral-small3.1:24b,comparison,4000,end,medium,unknown,retrieve_then_read,exact_match,0.5,1.0,0.375,8,True,,-0.25,0.0
2wikimultihopqa,mistral-small3.1:24b,multi_hop,8000,scattered,low,unknown,direct,exact_match,0.05,0.55,0.25,20,True,,0.4,0.4
2wikimultihopqa,mistral-small3.1:24b,multi_hop,8000,scattered,low,unknown,retrieve_then_read,exact_match,0.05,0.55,0.15,20,True,,0.19999999999999998,0.19999999999999998
2wikimultihopqa,mistral-small3.1:24b,multi_hop,16000,front,low,unknown,direct,exact_match,0.0,0.7777777777777778,0.5925925925925926,27,True,,0.7619047619047619,0.7619047619047619
2wikimultihopqa,mistral-small3.1:24b,multi_hop,16000,front,low,unknown,retrieve_then_read,exact_match,0.0,0.7777777777777778,0.2962962962962963,27,True,,0.38095238095238093,0.38095238095238093
2wikimultihopqa,mistral-small3.1:24b,comparison,4000,middle,medium,unknown,direct,exact_match,0.1111111111111111,0.7777777777777778,0.3333333333333333,9,True,,0.33333333333333326,0.33333333333333326
2wikimultihopqa,mistral-small3.1:24b,comparison,4000,middle,medium,unknown,retrieve_then_read,exact_match,0.1111111111111111,0.7777777777777778,0.2222222222222222,9,True,,0.16666666666666663,0.16666666666666663
2wikimultihopqa,mistral-small3.1:24b,comparison,8000,end,low,unknown,direct,exact_match,0.875,0.625,0.5,8,False,oracle_not_above_no_evidence,,
2wikimultihopqa,mistral-small3.1:24b,comparison,8000,end,low,unknown,retrieve_then_read,exact_match,0.875,0.625,0.5,8,False,oracle_not_above_no_evidence,,
2wikimultihopqa,mistral-small3.1:24b,comparison,4000,scattered,medium,unknown,direct,exact_match,0.6666666666666666,0.9166666666666666,0.6666666666666666,12,True,,0.0,0.0
2wikimultihopqa,mistral-small3.1:24b,comparison,4000,scattered,medium,unknown,retrieve_then_read,exact_match,0.6666666666666666,0.9166666666666666,0.6666666666666666,12,True,,0.0,0.0
2wikimultihopqa,mistral-small3.1:24b,comparison,4000,front,low,unknown,direct,exact_match,0.4444444444444444,0.7777777777777778,0.5555555555555556,9,True,,0.3333333333333334,0.3333333333333334
2wikimultihopqa,mistral-small3.1:24b,comparison,4000,front,low,unknown,retrieve_then_read,exact_match,0.4444444444444444,0.7777777777777778,0.6666666666666666,9,True,,0.6666666666666665,0.6666666666666665
2wikimultihopqa,mistral-small3.1:24b,comparison,4000,scattered,high,unknown,direct,exact_match,0.0,0.0,0.0,1,False,oracle_not_above_no_evidence,,
2wikimultihopqa,mistral-small3.1:24b,comparison,4000,scattered,high,unknown,retrieve_then_read,exact_match,0.0,0.0,0.0,1,False,oracle_not_above_no_evidence,,
2wikimultihopqa,mistral-small3.1:24b,comparison,4000,middle,low,unknown,direct,exact_match,0.75,0.875,0.875,8,True,,1.0,1.0
2wikimultihopqa,mistral-small3.1:24b,comparison,4000,middle,low,unknown,retrieve_then_read,exact_match,0.75,0.875,0.75,8,True,,0.0,0.0
2wikimultihopqa,mistral-small3.1:24b,comparison,8000,middle,medium,unknown,direct,exact_match,0.2222222222222222,0.6666666666666666,0.6666666666666666,9,True,,1.0,1.0
2wikimultihopqa,mistral-small3.1:24b,comparison,8000,middle,medium,unknown,retrieve_then_read,exact_match,0.2222222222222222,0.6666666666666666,0.4444444444444444,9,True,,0.5,0.5
2wikimultihopqa,mistral-small3.1:24b,comparison,16000,scattered,low,unknown,direct,exact_match,0.625,0.875,1.0,8,True,,1.5,1.0
2wikimultihopqa,mistral-small3.1:24b,comparison,16000,scattered,low,unknown,retrieve_then_read,exact_match,0.625,0.875,0.875,8,True,,1.0,1.0
2wikimultihopqa,mistral-small3.1:24b,comparison,8000,front,medium,unknown,direct,exact_match,0.5555555555555556,1.0,0.8888888888888888,9,True,,0.7499999999999999,0.7499999999999999
2wikimultihopqa,mistral-small3.1:24b,comparison,8000,front,medium,unknown,retrieve_then_read,exact_match,0.5555555555555556,1.0,0.7777777777777778,9,True,,0.5,0.5
